ASN,Left_Count,Right_Count,Total_Neighbors,Total_Paths
15774,5,4,9,18674
23252,7,2,9,838
268168,7,2,9,926
206423,9,0,9,225
19844,5,4,9,2840
131596,9,0,9,40095
42339,9,0,9,193
21504,9,0,9,876
135834,5,4,9,2921
18068,8,1,9,2300
38887,7,2,9,577
394678,6,3,9,1564
136978,4,5,9,1375
2593,8,1,9,199
48128,9,0,9,1994
42310,8,1,9,383
18126,8,1,9,3360
270042,5,4,9,1196
135872,5,4,9,3232
395466,8,1,9,199
34080,8,1,9,295
6412,5,4,9,15074
142641,7,2,9,603
28606,7,2,9,489
33130,7,2,9,431
1766,9,0,9,1192
267575,5,4,9,1852
7610,8,1,9,353
273624,5,4,9,788
20258,9,0,9,1585
51464,9,0,9,292
27400,9,0,9,401
12392,7,2,9,5072
22300,9,0,9,376
138096,9,0,9,494
47381,6,3,9,930
45630,6,3,9,330
15691,8,1,9,1030
329101,4,5,9,1698
214783,9,0,9,434
210874,9,0,9,170
